alpha = 0.0010 lambda = 0.0
10000 Network_Average, 0.3045401506181454 0.4511780114761945 0.44250299511629665 0.4394530569077335 0.40328989202250043 0.22684818431854298 0.45668845603729413 0.45401406614009865 0.45276498276108657 0.3898614540042823 0.25060889622118326 0.45712238435965913 0.44277119297356604 0.4560371163691061 0.4387514521343625 0.17835802758012712 0.46650283239297 0.4662414217620649 0.46372079529250343 0.09987597259500997 0.47836150377607795 0.46569166321722505 0.45233037917225644 0.4690882547659307 0.4773621261010492 0.037126715601972476 0.27670540934919363 0.29101597084762587 0.2994947525172298 0.2550058780436322 0.13956521888301338 0.21675044527369813 0.2276387680184192 0.2365673807469648 0.17851924025582258 0.11279775850354878 0.2149948602748071 0.22522918719289198 0.23313274851231716 0.20900413121214229 0.07629104334972919 0.15475939963137997 0.16228404525597276 0.16480596211589482 0.143101231007564 0.07009151372559963 
20000 Network_Average, 0.291578081517082 0.4208359750747694 0.4098897490279747 0.41376503374449736 0.3816801876323622 0.2229013548123736 0.4284061052936084 0.4354261044442383 0.43779670145617283 0.3868126819095013 0.2666599319796401 0.43831019372963037 0.44624378297667494 0.4312064296031448 0.4083842511933998 0.18695515376744304 0.43326359601241254 0.44192163954044966 0.44271404175123674 0.10609768147711272 0.49118356501533306 0.4424422508887748 0.45588305788020755 0.43569587977203583 0.4472346944312602 0.024299243134454893 0.2618617713684654 0.24181942581734345 0.22185440078212848 0.23638236925074574 0.1550191960393586 0.21336436842105053 0.22096250017128555 0.19965591355408263 0.2003657486120148 0.14125553560991772 0.21707174361674816 0.2254018343149283 0.19277104193558656 0.20399225599886167 0.10225823057420895 0.14560069073867107 0.1466694217078039 0.1326627460576478 0.14302694688832263 0.08300824026080468 
30000 Network_Average, 0.28423722116858074 0.3961485654953159 0.4039255647257983 0.39330542943281566 0.37029890607033206 0.238757780369384 0.4248142397741955 0.4299034827956592 0.4380858581595507 0.3761798871836266 0.2666272776035409 0.4356102921505339 0.4321725592965139 0.4289657577686151 0.40863533848113 0.2008519057603847 0.4344344549741688 0.4393037500526478 0.4482593028833451 0.09207406899140941 0.47496788382775323 0.4427449771975981 0.445184197248111 0.44013317836623195 0.45559317033727825 0.035291061300840254 0.22765771390942882 0.20881990660880145 0.20375054689305175 0.2129984648944009 0.1489381099260615 0.21173981425715227 0.18717150891738027 0.21958111187866564 0.1804578233114655 0.11436072363207707 0.2153154179947461 0.19615728069038874 0.19945094365385416 0.2029149026135785 0.10334944682945872 0.13685419124449105 0.12931291786222357 0.13258927791785827 0.13100896359816894 0.0759769957060948 
40000 Network_Average, 0.2771124390923691 0.3923870711390419 0.3849447538372469 0.38556651283108195 0.3548156564861132 0.2255916037951909 0.4209566212117524 0.4305375493766348 0.42876617094946273 0.38446860090656254 0.2448536618709063 0.43308426980774595 0.43215260528332083 0.42481447441971537 0.40080589638520686 0.18631653457836556 0.4399286111961153 0.44446223671033896 0.4448488714682558 0.1307125688305426 0.46168555965466446 0.44933788093903115 0.4497325974274225 0.4429591124202349 0.4395279963202452 0.05703032937453267 0.19932152911037151 0.21737556915023262 0.2033176790957012 0.18570929042610626 0.11836363643070598 0.1837048027247002 0.20918029148196285 0.17031399866423705 0.17137261091421105 0.10351879581752216 0.18172274193905147 0.2139395495401661 0.18556414214328307 0.1956252770134894 0.08451641611297428 0.11828064889265885 0.133791592005442 0.1191887556316909 0.12161327476881469 0.06335141007355916 
50000 Network_Average, 0.26962009995591324 0.37602683233109785 0.3982575232905675 0.3810931170392541 0.35573019227050473 0.20621733413703947 0.41305459389785043 0.42171834473062564 0.40972527378591556 0.38113391213809006 0.23418377820503877 0.4140076048824844 0.42084092451532806 0.4211343716578116 0.3956017311475399 0.19005543271208 0.4333404324209041 0.43202980017101833 0.42897533297504276 0.12655280638964805 0.454916474588065 0.43171295816174415 0.4329583732686101 0.44235888187676736 0.43824847003198736 0.07178467330423723 0.19164278880825755 0.21191945215544358 0.19768669158962074 0.16462420362164112 0.10273954384667291 0.1844268488737348 0.20602029756766344 0.17771034148867967 0.15511215473019302 0.09521160744117098 0.16194730045609604 0.20585608784179582 0.17951203336082605 0.17709070489023465 0.08179576564321853 0.11365565685005799 0.1305252270950154 0.11663780012476967 0.10966010214609581 0.05747071955566371 
60000 Network_Average, 0.26360377663142043 0.37745214018583195 0.3771717200030332 0.3762916845946789 0.3642879925608082 0.19538747697891176 0.3945546265447074 0.409497970039817 0.4207254693090917 0.36963565424651773 0.23148174972162092 0.4151980202424815 0.4049500979743068 0.4045136701167531 0.38521234517132213 0.17734321767636158 0.41832614723929196 0.42792583796696004 0.44333267856247327 0.131135023633882 0.4580175154167053 0.44234940090492775 0.42322314177709 0.4369025147354887 0.4257242421723732 0.034549334392663035 0.1779452998732334 0.1804781040186109 0.2011842674008105 0.17701148458586044 0.1266306777899207 0.16306479300287333 0.15740755405631374 0.17032588751295574 0.1697085690120744 0.11932325077538178 0.16080698193440007 0.15972602242895723 0.16219719781629038 0.19128161337994862 0.0849597708963682 0.10707084415684774 0.10989357705867185 0.11394483814647326 0.11629158139128562 0.06772796100854417 
70000 Network_Average, 0.25435466026485715 0.37976757328254784 0.37095948304077886 0.36161164025888404 0.34386200712986426 0.18208901106774653 0.38786977267875183 0.39917026411674394 0.3953778319440564 0.3689309233290883 0.20996601401047543 0.40468389048526965 0.3957679688971011 0.3845903836248385 0.37651319705286435 0.17789728581998235 0.41248427507897895 0.417208404465384 0.4234729951605213 0.12857972444354515 0.457691318251621 0.4345621206047977 0.4182135970643458 0.4183805833709753 0.4163351926792576 0.01991227711483696 0.19011684669466652 0.19310944047094836 0.19817181766300604 0.16961681895096273 0.09533489935148617 0.1569496313352111 0.16890457645448678 0.15885144006357274 0.1492090320634614 0.09859919791204247 0.14534557274280638 0.17255618996627542 0.1502727600771968 0.15782784938336958 0.0671296023283159 0.10501196563310025 0.11505775440594923 0.10959209444045982 0.10482958687241282 0.05357490013557641 
80000 Network_Average, 0.252255332713875 0.3629379945696717 0.3587320997509292 0.37418707610385554 0.34165002864973437 0.18023207053792356 0.37590660074784066 0.38968601617464127 0.392095547502361 0.3655580074048548 0.193581963370425 0.3956491359114376 0.38953753781432354 0.37781081136745304 0.36448213033694987 0.1880875119934481 0.39644192661338207 0.41386744995420255 0.41931474647025724 0.13489135390213167 0.4428443371797577 0.42835438143925825 0.412142353491225 0.40623404566016186 0.41317962268010916 0.03881839165100699 0.18178419790429032 0.1764526483532027 0.1857254396457596 0.17638624461374416 0.1084980836430848 0.1639571799066228 0.16715577239777404 0.16193380542692806 0.1552420581346079 0.10299213745669733 0.1436481676304044 0.17310299031236942 0.15641452220536595 0.16813659325581834 0.07993919405405638 0.10449326255281613 0.11345936052609899 0.10733794885255478 0.10901958993822988 0.05958763403660871 
90000 Network_Average, 0.24565270801956546 0.38253177178253145 0.3625815161560674 0.37765458718350625 0.34570855334489425 0.15321777841048587 0.3844708171375468 0.3795137918378735 0.3839580086588494 0.3638603407136643 0.16838084267671571 0.38974529214692316 0.37472339213037487 0.3771280096968824 0.3684955596548835 0.1619319264000266 0.40319063855874754 0.40994530154241643 0.40358101303014077 0.13823772394522307 0.4309105846056776 0.41781679776552283 0.4063204780310388 0.40515022415617113 0.40280009162142394 0.03672301110896624 0.18003386115679146 0.182409177052379 0.19043745332461431 0.17617271878249177 0.08421243625208027 0.1389743423170651 0.17000246193325946 0.16370341750165804 0.12633138186037604 0.0931302372529475 0.12104352009397694 0.1567411231390021 0.1648429520857446 0.14624660792799585 0.06648396054086624 0.09653142240283692 0.11140861059872764 0.11006784691415289 0.09735758786604262 0.04966268958088087 
100000 Network_Average, 0.23812789317118288 0.3580188683375471 0.3387793330814494 0.34532784801908045 0.3488098731894952 0.14548517357310375 0.37320528340764936 0.36341806658827525 0.3652017187571932 0.35158679469220716 0.17099277702991916 0.38893044847648867 0.36238417924695426 0.3517349835989716 0.35431446805131167 0.15239294675590623 0.3840197439380555 0.3870102348102398 0.39965510539054633 0.14618866923597582 0.4337349477483667 0.4182182734645125 0.3920331400060901 0.37786651085670736 0.38884642982213175 0.013223029995807984 0.16090918725309852 0.17349187003735392 0.19150828946405485 0.17625224253041138 0.08015896702475361 0.13757105661985955 0.16008865477322318 0.1783453706063763 0.14134153113648995 0.09888934613007187 0.10852628265638431 0.14558219654010476 0.1672196225400672 0.16256421620921466 0.06285923081554312 0.09051672931147414 0.10399095809544838 0.11267048627612347 0.10216043499762009 0.049729671611570006 
