alpha = 0.0010 lambda = 0.0
10000 Network_Average, 0.273018025741234 0.32937787221481035 0.336027163571932 0.34450874904513906 0.3053682244085007 0.2035268821091729 0.42572563492776 0.42401847481229427 0.434296927834274 0.3615989804783117 0.2703553953541886 0.42836576022454853 0.4327013340412852 0.4237769679798385 0.3964549228791756 0.17454534522891316 0.4409609570241408 0.43560498704181966 0.44670387869864825 0.11886097992216174 0.459705237539925 0.442274393546439 0.4454549728171088 0.4365535533999422 0.43546376454046515 0.04952287450367716 0.2315405376730734 0.22147506383822163 0.22950108876204256 0.21798537758877096 0.14962258438819437 0.19703110209866384 0.20402084088512681 0.199106465795439 0.1852726385520524 0.14465019701406784 0.19304320087700552 0.18579365693480285 0.19375359740890757 0.19903714291314314 0.09121148884178915 0.08888384058428035 0.0910102301452935 0.09351758332192313 0.0986984723136335 0.06890181427462873 
20000 Network_Average, 0.220802889696305 0.22095917800376477 0.22141259448680872 0.22371598770509407 0.21224771369694953 0.17168515230037898 0.3483886972975108 0.3629063524316311 0.36024575626218025 0.31767382958429413 0.23660479313495691 0.34298933748523736 0.35815981364608623 0.3506658879664065 0.32920351757970245 0.1611499026323018 0.38692205253289536 0.38497335100791774 0.3924429810777435 0.12019990042966398 0.40786447032066336 0.37324372675343764 0.39214005831076293 0.38452228408277245 0.37287935918278675 0.04474106744301387 0.15123099906329016 0.1542281962313792 0.15308119735407588 0.14929915094825244 0.12203600295521289 0.1567140877453686 0.1700228802228617 0.16370304784334747 0.14562950150704274 0.10337147778243533 0.1529044096452058 0.17073543727132667 0.16337721612843858 0.1466738279316067 0.08269310094487475 0.051451400819140056 0.05717284900510777 0.05814225957210841 0.0582903123488475 0.047434915658842496 
30000 Network_Average, 0.18123921799668274 0.14559658384986499 0.1537590533566438 0.16335116843671466 0.16789231845654967 0.15910475371513583 0.2654051097568654 0.2622668107801713 0.2832694944033517 0.2723163116686914 0.21654717384267289 0.2648657991251524 0.2763114725813595 0.27192648509827483 0.271000259365466 0.16802974592733022 0.3089294596114965 0.3102235305369497 0.33675701341524605 0.09938065592658332 0.3652689937893667 0.3015048879325045 0.3221062828743811 0.3099726025563979 0.3206834841460174 0.0697626582024032 0.12241654245179598 0.12406102649906064 0.11426686096256568 0.11892125929545053 0.10286422009532062 0.13606882425492053 0.14059563743160935 0.13738185435415892 0.12249804849111048 0.10389218940221355 0.1335697474125896 0.14604403219445752 0.1414060844264945 0.11443660473960293 0.07647377367159924 0.047411144918192843 0.05143662332113503 0.04812053613595319 0.04769122915482087 0.039976461282080385 
40000 Network_Average, 0.14996206256379468 0.11296396632476934 0.11706793690348585 0.11253188095209221 0.14043684732836934 0.13045475970699585 0.20752666680833887 0.206654942518832 0.22217033017148888 0.24067524911690352 0.18712756097647493 0.20689499167840747 0.20007823046900566 0.20262629099462928 0.2272787575973346 0.15983493655325479 0.2416402551740951 0.25073758662228085 0.26729481008994455 0.11311920909791304 0.33055033162008296 0.22994992506984907 0.2546015325085918 0.2222554275121018 0.26430184440680987 0.05738728958886441 0.10193271183402652 0.09922834794492283 0.10097577566797636 0.11135515822456965 0.0941699881424359 0.11618346534261506 0.11625232126583906 0.13632645578492067 0.12461734039092726 0.08590555319227769 0.10864331833126006 0.12217978371935245 0.1264742034880844 0.1111394450588638 0.07128901992226153 0.04183593243878973 0.043963438781838414 0.047286918027311484 0.048651195698700696 0.03372088232286979 
50000 Network_Average, 0.12769455769005175 0.11281427900677161 0.08882626407647508 0.11406707779464301 0.1356138747328368 0.1108414066254208 0.16686848212343613 0.1592397788764181 0.1692715116581034 0.21670203680079922 0.17336343133275506 0.16443759978383765 0.15587586408230414 0.15470327503459713 0.19104218055131256 0.14406438020642873 0.18907385552222372 0.21022257225354068 0.2206552877042213 0.08258034015672928 0.31730148733408786 0.2073416342293986 0.19629078330332603 0.1632580819423925 0.2364415284987828 0.04256957290650781 0.08934242030492481 0.08707869271022306 0.08346965640192225 0.09671480876317311 0.07458863452501921 0.0968974467260577 0.11401909019549229 0.11689881684634496 0.10523260940069708 0.07845554083642249 0.0898104314450945 0.11643385545515 0.1224151757918473 0.09308227132127095 0.06508362684761508 0.03965829110754682 0.041883142977318426 0.04383079847066289 0.03799036906868157 0.02990283031951495 
60000 Network_Average, 0.11339787605158412 0.09744980599509807 0.07472337496000114 0.11048245226255245 0.11312888485142544 0.11754107242355107 0.14354083455305428 0.11443751941434233 0.1382678763258482 0.19433496502406444 0.17174147144567908 0.14654284116182437 0.11469170652768085 0.13681483187658575 0.1670677540350366 0.1567932993661091 0.16339797199064504 0.1707086651344515 0.17858424535043016 0.07397448481791814 0.2725143138714505 0.16686880203681861 0.1646457799184111 0.16664310715602723 0.17668649946684656 0.07900657451635594 0.08053969735799194 0.07532397915720435 0.07183254809293864 0.08942632579417392 0.08227306575199235 0.09898790831701526 0.09873317404606043 0.09805796761309102 0.09789122217327303 0.07469799286674654 0.09329062267488304 0.10187379341467245 0.09558807979623807 0.08375946980572754 0.0638357810910949 0.03925590851577997 0.038515007840353284 0.03863701209530219 0.038889882635191934 0.0309058487993467 
70000 Network_Average, 0.1028252202572241 0.05601199810766795 0.09488897212814665 0.0654660405265611 0.14327503699118496 0.1058388729106047 0.105824470528884 0.09786162444656263 0.10849847657648644 0.18976059279656812 0.15324746906970224 0.10287172883209238 0.11233522862437387 0.09429925699734491 0.16476590702161567 0.1395716775601607 0.15818605141064226 0.12019886806526243 0.197959265206786 0.08821444640182952 0.2693929109357274 0.17384930500177728 0.13946327125857397 0.1460963515393717 0.16533605664134415 0.0449565851642265 0.0713953386324222 0.07127002049233165 0.06933860567272251 0.08213339879333043 0.06484757836316132 0.08061521678229004 0.09377601378479405 0.09302255805404729 0.09678078805819945 0.0717382061478001 0.07531566033504669 0.09188585945396205 0.09775213996436903 0.08720833726563361 0.060952319328090324 0.03731398758854718 0.03819880449325349 0.040315826727412477 0.03766054434539296 0.027443242548780836 
80000 Network_Average, 0.09138775103860934 0.10360449835544262 0.07516344279270105 0.05435758854154528 0.08324147466590467 0.09684464347655287 0.10339411992528703 0.08806864873821861 0.09437837946598959 0.15604377243519194 0.13068295293883336 0.10784147554703627 0.09895448154966338 0.09236535095579758 0.142441142121343 0.14314082412087129 0.12340706643374484 0.10673905696995035 0.11399989753771293 0.09724202060548638 0.22223473610396927 0.10622524836222529 0.14424274300599585 0.11631399316963907 0.11746358798527366 0.07386140383513953 0.06251423185910719 0.06216453674708528 0.061011082192614564 0.07265823311593682 0.07026815491739116 0.08201573515027229 0.08433818879203883 0.09685558501659251 0.0892047625966068 0.05895433272297782 0.08212413658650936 0.09155897655337329 0.09505704583119819 0.07997209738349441 0.06003147463840615 0.03345263651970068 0.03917378501727249 0.03858385781540664 0.03449676250630938 0.0257606311356104 
90000 Network_Average, 0.08735796620208844 0.10580299856468929 0.06255513028915868 0.06803255345105012 0.08992895144927687 0.09339408569421634 0.11781892079530495 0.0726075167093181 0.08565903805095974 0.14116500296020199 0.13545080652524155 0.10520966529335915 0.08049849828135872 0.06915472937046502 0.12612695350995043 0.14002664150146457 0.1267298648754748 0.10772968160052047 0.1055231762062392 0.05733442301449093 0.2488419422948135 0.13577890791354788 0.12979759195417498 0.10521841106359137 0.13339094132493173 0.05974882262810121 0.05856345335252087 0.06086281445618762 0.05925697075374397 0.06880204698709882 0.06656513338895816 0.07459621981081155 0.07260075755686857 0.08586941032517426 0.08253726984719963 0.05965956489689187 0.07632772256603203 0.08561305960450159 0.07655244233261457 0.07097322836725481 0.060329333486562456 0.03538892692667851 0.03803026047382173 0.03575308634864663 0.034193611339417784 0.025107910951092115 
100000 Network_Average, 0.090547733701692 0.1056149492544409 0.06924547828342185 0.1343433225502122 0.09917743494832239 0.08173177389184325 0.10009467388633775 0.08531200223067041 0.15309032090111302 0.1251383194673592 0.12085379912182972 0.11102750335378615 0.08631817253980026 0.10597766009378966 0.10844512307817707 0.1381216712029605 0.14294327376341465 0.14543661669971708 0.13803156299698122 0.04548558953310723 0.19519744320923488 0.12073972306229593 0.1253000002767058 0.14358501102140603 0.15880243867761923 0.08357762527546526 0.06224035874689489 0.0526286387431763 0.05148392020824552 0.06681111336594513 0.06528038254428829 0.06769617833264963 0.06785202829129937 0.07060675430776608 0.08110541328847046 0.062478960112815944 0.06963540891510048 0.07066573982014392 0.07208812846865548 0.06762376867451447 0.06227660482578177 0.03597640256004108 0.03362313563462252 0.032617945475158554 0.03224053530048852 0.02612510964007048 
